"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","# Bug Fix in Release","# Bug Fix from Start","Buggy"
"1","MessageConsumeCallback.java","2","87","21","21","24","24","4","4","0","0","NO"
"1","MessageConsumeData.java","2","53","26","26","27","27","2","2","0","0","NO"
"1","MessageFilter.java","2","28","14","14","14","14","2","2","0","0","NO"
"1","MessageHandler.java","2","44","14","14","17","17","3","3","0","0","NO"
"1","MessageIdUtils.java","2","138","69","69","70","70","2","2","0","0","NO"
"1","MySqlClient.java","2","124","31","31","54","54","4","4","0","0","NO"
"1","NIOServerFactory.java","3","480","53","53","56","56","9","9","3","3","NO"
"1","Option.java","1","39","39","39","39","39","1","1","0","0","NO"
"1","OrderedSafeExecutor.java","2","89","29","29","31","31","3","3","0","0","YES"
"1","Pair.java","1","38","38","38","38","38","1","1","0","0","NO"
"1","PathUtils.java","1","51","51","51","51","51","1","1","0","0","YES"
"1","PendingAddOp.java","3","149","29","29","33","33","5","5","1","1","YES"
"1","PendingReadOp.java","3","156","31","31","35","35","5","5","1","1","YES"
"1","PerChannelBookieClient.java","3","543","54","54","61","61","10","10","5","5","YES"
"1","PersistenceManager.java","2","82","41","41","43","43","2","2","0","0","NO"
"1","PersistenceManagerWithRangeScan.java","2","25","12","12","13","13","2","2","0","0","NO"
"1","PersistRequest.java","2","53","26","26","27","27","2","2","0","0","NO"
"1","ProxyConfiguration.java","2","33","16","16","19","19","2","2","0","0","YES"
"1","ProxyConsumeHandler.java","2","53","26","26","27","27","2","2","0","0","NO"
"1","ProxyPublishHander.java","1","56","56","56","56","56","1","1","0","0","NO"
"1","ProxyStartDeliveryHandler.java","2","117","29","29","32","32","4","4","0","0","YES"
"1","ProxyStopDeliveryHandler.java","2","67","33","33","34","34","2","2","0","0","YES"
"1","ProxySubscribeHandler.java","2","75","25","25","26","26","3","3","0","0","NO"
"1","ProxyUnsubscribeHandler.java","1","67","67","67","67","67","1","1","0","0","NO"
"1","Publisher.java","2","57","28","28","30","30","2","2","0","0","NO"
"1","PublishHandler.java","2","62","31","31","36","36","2","2","0","0","NO"
"1","PublishResponseHandler.java","2","64","16","16","17","17","4","4","0","0","NO"
"1","PubSubCallback.java","2","80","26","26","27","27","3","3","0","0","NO"
"1","PubSubData.java","2","135","67","67","69","69","2","2","0","0","NO"
"1","PubSubException.java","2","146","73","73","73","73","2","2","0","0","NO"
"1","PubSubProtocol.java","2","5731","2865","2865","5563","5563","2","2","2","2","YES"
"1","PubSubResponseUtils.java","1","39","39","39","39","39","1","1","0","0","YES"
"1","PubSubServer.java","3","347","58","58","60","60","6","6","2","2","YES"
"1","PubSubServerPipelineFactory.java","2","69","34","34","35","35","2","2","0","0","NO"
"1","RangeScanRequest.java","2","70","35","35","36","36","2","2","0","0","NO"
"1","ReadAheadCache.java","2","634","211","211","223","223","3","3","0","0","YES"
"1","ReadLastConfirmedOp.java","2","93","15","15","19","19","6","6","4","4","YES"
"1","ReadOnlyLedgerHandle.java","1","71","71","71","71","71","1","1","1","1","YES"
"1","RegionManager.java","2","165","41","41","45","45","4","4","0","0","YES"
"1","ResponseHandler.java","2","330","66","66","70","70","5","5","0","0","YES"
"1","RoundRobinDistributionSchedule.java","2","79","26","26","26","26","3","3","0","0","YES"
"1","SafeAsynBKCallback.java","2","93","47","47","60","60","2","2","0","0","NO"
"1","SafeAsyncCallback.java","1","32","32","32","32","32","1","1","0","0","YES"
"1","SafeAsyncZKCallback.java","2","89","44","44","45","45","2","2","0","0","NO"
"1","SafeRunnable.java","2","36","9","9","11","11","4","4","0","0","NO"
"1","ScanCallback.java","2","57","28","28","30","30","2","2","0","0","NO"
"1","ScanCallbackWithContext.java","1","34","34","34","34","34","1","1","0","0","NO"
"1","ScanRequest.java","2","58","29","29","29","29","2","2","0","0","NO"
"1","ServerConfiguration.java","3","261","100","100","103","103","6","6","7","7","YES"
"1","ServerRedirectLoopException.java","2","35","17","17","18","18","2","2","0","0","NO"
"1","ServerStats.java","1","134","67","67","67","67","2","2","0","0","YES"
"1","SslClientContextFactory.java","1","37","37","37","37","37","1","1","0","0","NO"
"1","SslContextFactory.java","2","60","30","30","36","36","2","2","0","0","NO"
"1","SslServerContextFactory.java","1","48","48","48","48","48","1","1","0","0","NO"
"1","StringUtils.java","3","63","15","15","22","22","4","4","1","1","NO"
"1","SubscribeHandler.java","2","139","46","46","50","50","3","3","0","0","NO"
"1","Subscriber.java","2","214","107","107","116","116","2","2","0","0","NO"
"1","SubscribeReconnectCallback.java","2","103","25","25","28","28","4","4","0","0","YES"
"1","SubscribeResponseHandler.java","3","303","50","50","62","62","6","6","4","4","YES"
"1","SubscriptionEventListener.java","2","52","26","26","28","28","2","2","0","0","NO"
"1","SubscriptionManager.java","2","94","47","47","50","50","2","2","0","0","YES"
"1","SubscriptionStateUtils.java","2","37","18","18","19","19","2","2","0","0","NO"
"1","SyncCounter.java","2","77","25","25","26","26","3","3","0","0","NO"
"1","TerminateJVMExceptionHandler.java","2","29","14","14","16","16","2","2","0","0","YES"
"1","TooManyServerRedirectsException.java","2","36","18","18","18","18","2","2","0","0","NO"
"1","TopicManager.java","2","68","34","34","37","37","2","2","0","0","YES"
"1","TopicOpQueuer.java","1","100","100","100","100","100","1","1","0","0","NO"
"1","TopicOwnershipChangeListener.java","1","26","26","26","26","26","1","1","0","0","NO"
"1","TopicSubscriber.java","2","67","33","33","35","35","2","2","0","0","NO"
"1","TrivialOwnAllTopicManager.java","2","47","23","23","24","24","2","2","0","0","YES"
"1","TrueFilter.java","1","29","29","29","29","29","1","1","0","0","YES"
"1","UmbrellaHandler.java","2","144","48","48","49","49","3","3","0","0","NO"
"1","UnexpectedError.java","2","32","16","16","16","16","2","2","0","0","NO"
"1","UnsubscribeHandler.java","2","65","32","32","33","33","2","2","0","0","NO"
"1","UnsubscribeResponseHandler.java","2","76","19","19","21","21","4","4","0","0","NO"
"1","WriteCallback.java","2","90","22","22","24","24","4","4","0","0","YES"
"1","ZkSubscriptionManager.java","2","205","68","68","84","84","3","3","0","0","NO"
"1","ZkTopicManager.java","2","387","129","129","152","152","3","3","0","0","YES"
"1","ZkUtils.java","3","72","39","39","42","42","4","4","1","1","NO"
